Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%)
1737111174.105835,74.6,2.4,44.9
1737111175.10593,75.1,2.4,44.9
1737111176.106028,75.2,2.4,44.9
1737111177.1061835,71.8,2.4,44.9
1737111178.1063054,75.3,2.4,44.9
1737111179.1063166,74.7,2.4,44.9
1737111180.1063588,74.4,2.4,44.9
1737111181.1064913,74.8,2.4,44.9
1737111182.10657,74.2,2.4,44.9
1737111183.1066706,75.1,2.4,44.9
1737111184.1067743,73.3,2.4,44.9
1737111185.1068723,75.3,2.4,44.9
1737111186.1069558,74.4,2.4,44.9
1737111187.1070712,75.1,2.4,44.9
1737111188.1072202,74.4,2.4,44.9
1737111189.1073263,74.8,2.4,44.9
1737111190.1073632,75.3,2.4,44.9
1737111191.1074617,74.3,2.4,44.9
1737111192.1075537,74.8,2.4,44.9
1737111193.107653,75.1,2.4,44.9
1737111194.107733,75.2,2.4,44.9
1737111195.109501,75.0,2.4,44.9
1737111196.1078937,73.7,2.4,44.9
1737111197.1080625,75.1,2.4,44.9
1737111198.1082063,74.8,2.4,44.9
1737111199.1082149,75.1,2.4,44.9
1737111200.1082532,73.2,2.4,44.9
1737111201.1083794,74.9,2.4,44.9
1737111202.1084824,75.2,2.4,44.9
1737111203.1085794,74.1,2.4,44.9
1737111204.1086633,74.1,2.4,44.9
1737111205.1088545,74.4,2.4,44.9
1737111206.1088781,73.8,2.4,44.9
1737111207.1089642,74.5,2.4,44.9
1737111208.1090539,75.2,2.4,44.9
1737111209.1091614,74.3,2.4,44.9
1737111210.109261,74.9,2.4,44.9
1737111211.1094017,74.5,2.4,44.9
1737111212.1094503,74.8,2.4,44.9
1737111213.1095512,74.5,2.4,44.9
1737111214.109625,74.3,2.4,44.9
1737111215.1097167,75.5,2.4,44.9
1737111216.1098168,74.0,2.4,44.9
1737111217.1100698,74.6,2.4,44.9
1737111218.1101723,75.3,2.4,44.9
1737111219.1108472,74.8,2.4,44.9
1737111220.1104414,74.7,2.4,44.9
1737111221.1105406,74.5,2.4,44.9
1737111222.1105652,73.1,2.4,44.9
1737111223.110667,74.6,2.4,44.9
1737111224.1107595,74.6,2.4,44.9
1737111225.110898,72.6,2.4,44.9
1737111226.111025,74.8,2.4,44.9
1737111227.11112,75.2,2.4,44.9
1737111228.1111484,74.4,2.4,44.9
1737111229.1112492,73.8,2.4,44.9
1737111230.1113439,74.9,2.4,44.9
1737111231.1114345,74.1,2.4,44.9
1737111232.1115108,75.2,2.4,44.9
1737111233.1116211,74.2,2.4,44.9
1737111234.1117642,75.2,2.4,44.9
1737111235.1118267,75.1,2.4,44.9
1737111236.1118867,74.6,2.4,44.9
1737111237.1119864,75.3,2.4,44.9
1737111238.112099,74.6,2.4,44.9
1737111239.1121902,74.7,2.4,44.9
1737111240.1122382,74.1,2.4,44.9
1737111241.1123595,75.1,2.4,44.9
1737111242.112434,74.6,2.4,44.9
1737111243.1125484,73.8,2.4,44.9
1737111244.1127205,74.9,2.4,44.9
1737111245.1127582,73.3,2.4,44.9
1737111246.1128855,75.3,2.4,44.9
1737111247.1129272,74.5,2.4,44.9
1737111248.1135964,75.3,2.4,44.9
1737111249.113631,74.1,2.4,44.9
1737111250.113735,75.2,2.4,44.9
1737111251.1138222,74.1,2.4,44.9
1737111252.1139152,74.0,2.4,44.9
1737111253.1140244,75.4,2.4,44.9
1737111254.1142933,74.3,2.4,44.9
1737111255.1143234,74.4,2.4,44.9
1737111256.1143072,64.8,2.4,44.9
1737111257.1144028,69.9,2.4,44.9
1737111258.1144972,49.9,2.4,44.9
1737111259.1145823,56.6,2.4,44.9
1737111260.1146252,58.9,2.4,44.9
1737111261.1147459,71.1,2.4,44.9
1737111262.1148124,73.9,2.4,44.9
1737111263.114954,74.4,2.4,44.9
1737111264.1150193,73.6,2.4,44.9
1737111265.1151416,73.5,2.4,44.9
1737111266.1151757,71.1,2.4,44.9
1737111267.1152432,73.7,2.4,44.9
1737111268.115362,71.3,2.4,44.9
1737111269.1154401,74.0,2.4,44.9
1737111270.115531,74.2,2.4,44.9
1737111271.115635,70.1,2.4,44.9
1737111272.1157236,73.0,2.4,44.9
1737111273.1157813,74.9,2.4,44.9
1737111274.1159112,74.4,2.4,44.9
1737111275.1159544,75.2,2.4,44.9
1737111276.116065,74.4,2.4,44.9
1737111277.116163,69.1,2.4,44.9
1737111278.1162717,74.5,2.4,44.9
1737111279.1164458,74.2,2.4,44.9
1737111280.1164389,75.2,2.4,44.9
1737111281.116583,74.6,2.4,44.9
1737111282.1167753,74.9,2.4,44.9
1737111283.116789,74.6,2.4,44.9
1737111284.11687,74.5,2.4,44.9
