Timestamp          ,CPU Usage (%) ,Memory Usage (%) ,Disk Usage (%)
1737024488.7470324 ,         99.8 ,             3.2 ,          47.0
1737024490.747609  ,        100.0 ,             3.2 ,          47.0
1737024492.7481668 ,        100.0 ,             3.2 ,          47.0
1737024494.748774  ,         99.8 ,             3.2 ,          47.0
1737024496.7493415 ,         49.4 ,             3.2 ,          47.0
1737024498.7498941 ,        100.0 ,             3.2 ,          47.0
1737024500.7504761 ,        100.0 ,             3.2 ,          47.0
1737024502.7510753 ,        100.0 ,             3.2 ,          47.0
1737024504.75163   ,        100.0 ,             3.2 ,          47.0
1737024506.7522345 ,        100.0 ,             3.2 ,          47.0
1737024508.752849  ,         99.7 ,             3.2 ,          47.0
1737024510.753392  ,        100.0 ,             3.2 ,          47.0
1737024512.7539496 ,         99.7 ,             3.2 ,          47.0
1737024514.7545068 ,         99.8 ,             3.2 ,          47.0
1737024516.7550662 ,         99.8 ,             3.2 ,          47.0
1737024518.7556167 ,         99.8 ,             3.2 ,          47.0
1737024520.756157  ,        100.0 ,             3.2 ,          47.0
1737024522.7567298 ,         99.8 ,             3.2 ,          47.0
1737024524.757304  ,         99.8 ,             3.2 ,          47.0
1737024526.7578592 ,         99.8 ,             3.2 ,          47.0
1737024528.7584283 ,        100.0 ,             3.2 ,          47.0
1737024530.7590396 ,        100.0 ,             3.2 ,          47.0
1737024532.7596042 ,         99.7 ,             3.2 ,          47.0
1737024534.7602022 ,         99.7 ,             3.2 ,          47.0
1737024536.7607646 ,        100.0 ,             3.2 ,          47.0
1737024538.761315  ,         99.7 ,             3.2 ,          47.0
1737024540.761872  ,        100.0 ,             3.2 ,          47.0
1737024542.7624245 ,        100.0 ,             3.2 ,          47.0
1737024544.7630172 ,         99.7 ,             3.2 ,          47.0
1737024546.7635832 ,        100.0 ,             3.2 ,          47.0
1737024548.764136  ,         98.3 ,             3.2 ,          47.0
1737024550.7647004 ,         99.5 ,             3.2 ,          47.0
1737024552.7652364 ,        100.0 ,             3.2 ,          47.0
1737024554.7658086 ,         99.5 ,             3.2 ,          47.0
1737024556.7663605 ,         99.8 ,             3.2 ,          47.0
1737024558.7669559 ,         99.7 ,             3.2 ,          47.0
1737024560.7675424 ,        100.0 ,             3.2 ,          47.0
1737024562.7680886 ,        100.0 ,             3.2 ,          47.0
1737024564.7686572 ,        100.0 ,             3.2 ,          47.0
1737024566.7724094 ,         99.5 ,             3.2 ,          47.0
1737024568.7730024 ,         99.7 ,             3.2 ,          47.0
1737024570.7735653 ,         99.7 ,             3.2 ,          47.0
1737024572.7741382 ,        100.0 ,             3.2 ,          47.0
1737024574.7747233 ,         98.7 ,             3.2 ,          47.0
1737024576.7752786 ,        100.0 ,             3.2 ,          47.0
1737024578.7758472 ,         99.8 ,             3.2 ,          47.0
1737024580.7764573 ,        100.0 ,             3.2 ,          47.0
1737024582.777029  ,         99.5 ,             3.2 ,          47.0
1737024584.7776053 ,         99.7 ,             3.2 ,          47.0
1737024586.7781467 ,         99.8 ,             3.2 ,          47.0
1737024588.7786937 ,         99.8 ,             3.2 ,          47.0
1737024590.7792382 ,        100.0 ,             3.2 ,          47.0
1737024592.7797823 ,        100.0 ,             3.2 ,          47.0
1737024594.780322  ,         99.8 ,             3.2 ,          47.0
1737024596.7809286 ,        100.0 ,             3.2 ,          47.0
1737024598.7815459 ,         99.3 ,             3.2 ,          47.0
1737024600.7821097 ,         99.5 ,             3.2 ,          47.0
1737024602.782653  ,        100.0 ,             3.2 ,          47.0
1737024604.7832456 ,        100.0 ,             3.2 ,          47.0
1737024606.7838106 ,        100.0 ,             3.2 ,          47.0
1737024608.7843707 ,        100.0 ,             3.2 ,          47.0
1737024610.7849562 ,        100.0 ,             3.2 ,          47.0
1737024612.7855005 ,        100.0 ,             3.2 ,          47.0
1737024614.7860613 ,        100.0 ,             3.2 ,          47.0
1737024616.7866454 ,        100.0 ,             3.2 ,          47.0
1737024618.787201  ,         99.5 ,             3.2 ,          47.0
1737024620.7877283 ,         99.8 ,             3.2 ,          47.0
1737024622.7883449 ,        100.0 ,             3.2 ,          47.0
1737024624.788938  ,         99.5 ,             3.2 ,          47.0
1737024626.7895193 ,         99.7 ,             3.2 ,          47.0
1737024628.7900894 ,         99.7 ,             3.2 ,          47.0
1737024630.7906773 ,        100.0 ,             3.2 ,          47.0
1737024632.7912529 ,         99.8 ,             3.2 ,          47.0
1737024634.7918966 ,         99.7 ,             3.2 ,          47.0
1737024636.7925124 ,        100.0 ,             3.2 ,          47.0
1737024638.793076  ,         99.8 ,             3.2 ,          47.0
1737024640.7936893 ,         99.5 ,             3.2 ,          47.0
1737024642.7942734 ,        100.0 ,             3.2 ,          47.0
1737024644.7948587 ,         99.7 ,             3.2 ,          47.0
1737024646.7954478 ,        100.0 ,             3.2 ,          47.0
1737024648.7960753 ,         99.5 ,             3.2 ,          47.0
1737024650.796628  ,         99.7 ,             3.2 ,          47.0
1737024652.7972102 ,         99.7 ,             3.2 ,          47.0
1737024654.7980275 ,        100.0 ,             3.2 ,          47.0
1737024656.7986073 ,         99.7 ,             3.2 ,          47.0
1737024658.8009777 ,        100.0 ,             3.2 ,          47.0
1737024660.8015924 ,         99.7 ,             3.2 ,          47.0
1737024662.8021426 ,         99.7 ,             3.2 ,          47.0
1737024664.8027027 ,         99.8 ,             3.2 ,          47.0
1737024666.8033018 ,         99.5 ,             3.2 ,          47.0
1737024668.8039057 ,         99.5 ,             3.2 ,          47.0
1737024670.8044672 ,         99.0 ,             3.2 ,          47.0
1737024672.8050594 ,         99.5 ,             3.2 ,          47.0
1737024674.8091877 ,        100.0 ,             3.2 ,          47.0
1737024676.8097508 ,        100.0 ,             3.2 ,          47.0
1737024678.8103278 ,         99.7 ,             3.2 ,          47.0
1737024680.8109107 ,        100.0 ,             3.2 ,          47.0
1737024682.811456  ,         99.8 ,             3.2 ,          47.0
1737024684.8120282 ,         99.5 ,             3.2 ,          47.0
1737024686.8126125 ,        100.0 ,             3.2 ,          47.0
1737024688.8131733 ,        100.0 ,             3.2 ,          47.0
1737024690.8137445 ,         99.8 ,             3.2 ,          47.0
1737024692.8143485 ,        100.0 ,             3.2 ,          47.0
1737024694.814927  ,         99.8 ,             3.2 ,          47.0
1737024696.8155057 ,         99.7 ,             3.2 ,          47.0
1737024698.8160372 ,         99.5 ,             3.2 ,          47.0
1737024700.8166044 ,         99.7 ,             3.2 ,          47.0
1737024702.8171678 ,        100.0 ,             3.2 ,          47.0
1737024704.817732  ,         99.5 ,             3.2 ,          47.0
1737024706.8183606 ,         99.7 ,             3.2 ,          47.0
1737024708.818984  ,         99.5 ,             3.2 ,          47.0
1737024710.8196008 ,        100.0 ,             3.2 ,          47.0
1737024712.82018   ,        100.0 ,             3.2 ,          47.0
1737024714.8207579 ,        100.0 ,             3.2 ,          47.0
1737024716.8213286 ,         99.8 ,             3.2 ,          47.0
1737024718.8219247 ,         99.2 ,             3.2 ,          47.0
1737024720.8225312 ,        100.0 ,             3.2 ,          47.0
1737024722.823131  ,         99.7 ,             3.2 ,          47.0
1737024724.8237276 ,        100.0 ,             3.2 ,          47.0
1737024726.8242981 ,        100.0 ,             3.2 ,          47.0
1737024728.824878  ,        100.0 ,             3.2 ,          47.0
1737024730.825445  ,        100.0 ,             3.3 ,          47.0
1737024732.8260198 ,        100.0 ,             3.2 ,          47.0
1737024734.8265936 ,         99.7 ,             3.2 ,          47.0
1737024736.827164  ,        100.0 ,             3.2 ,          47.0
1737024738.82775   ,         99.5 ,             3.2 ,          47.0
1737024740.8283272 ,        100.0 ,             3.2 ,          47.0
1737024742.8289104 ,         99.2 ,             3.2 ,          47.0
1737024744.8294868 ,        100.0 ,             3.2 ,          47.0
1737024746.8300636 ,         99.7 ,             3.2 ,          47.0
1737024748.8306687 ,         99.7 ,             3.2 ,          47.0
1737024750.8312328 ,         99.8 ,             3.2 ,          47.0
1737024752.8318162 ,         99.0 ,             3.2 ,          47.0
1737024754.832433  ,         99.7 ,             3.2 ,          47.0
1737024756.8330195 ,         99.5 ,             3.2 ,          47.0
1737024758.8335922 ,        100.0 ,             3.2 ,          47.0
1737024760.8341815 ,        100.0 ,             3.2 ,          47.0
1737024762.8347511 ,         99.7 ,             3.2 ,          47.0
1737024764.8353353 ,         99.7 ,             3.3 ,          47.0
1737024766.8359935 ,        100.0 ,             3.2 ,          47.0
1737024768.8366258 ,         99.8 ,             3.2 ,          47.0
1737024770.8373961 ,        100.0 ,             3.2 ,          47.0
1737024772.8379624 ,         99.7 ,             3.2 ,          47.0
1737024774.8385646 ,        100.0 ,             3.2 ,          47.0
1737024776.8391602 ,         99.7 ,             3.2 ,          47.0
1737024778.8397274 ,         99.5 ,             3.2 ,          47.0
1737024780.8402812 ,         99.7 ,             3.2 ,          47.0
1737024782.8408954 ,         99.7 ,             3.2 ,          47.0
1737024784.841473  ,         99.7 ,             3.2 ,          47.0
1737024786.8420513 ,        100.0 ,             3.2 ,          47.0
1737024788.842613  ,        100.0 ,             3.2 ,          47.0
1737024790.8431861 ,        100.0 ,             3.2 ,          47.0
1737024792.8437326 ,         99.3 ,             3.2 ,          47.0
1737024794.8443103 ,        100.0 ,             3.2 ,          47.0
1737024796.844872  ,         99.8 ,             3.2 ,          47.0
1737024798.8454351 ,        100.0 ,             3.2 ,          47.0
1737024800.846027  ,         99.5 ,             3.2 ,          47.0
1737024802.8466864 ,        100.0 ,             3.2 ,          47.0
1737024804.8472974 ,        100.0 ,             3.2 ,          47.0
1737024806.847908  ,        100.0 ,             3.2 ,          47.0
1737024808.848484  ,         99.7 ,             3.2 ,          47.0
1737024810.8490684 ,         99.7 ,             3.2 ,          47.0
1737024812.849636  ,         99.8 ,             3.2 ,          47.0
1737024814.850249  ,        100.0 ,             3.2 ,          47.0
1737024816.8508065 ,        100.0 ,             3.2 ,          47.0
1737024818.8513858 ,        100.0 ,             3.2 ,          47.0
1737024820.8519602 ,         99.5 ,             3.2 ,          47.0
1737024822.8525553 ,         99.7 ,             3.2 ,          47.0
1737024824.8531556 ,        100.0 ,             3.2 ,          47.0
1737024826.853724  ,        100.0 ,             3.2 ,          47.0
1737024828.854316  ,        100.0 ,             3.2 ,          47.0
1737024830.8549113 ,         99.7 ,             3.2 ,          47.0
1737024832.855462  ,         99.8 ,             3.2 ,          47.0
1737024834.8560157 ,         99.7 ,             3.2 ,          47.0
1737024836.8566036 ,        100.0 ,             3.2 ,          47.0
1737024838.8572278 ,         99.8 ,             3.2 ,          47.0
1737024840.857792  ,        100.0 ,             3.2 ,          47.0
1737024842.8583603 ,         99.5 ,             3.2 ,          47.0
1737024844.8589418 ,         99.3 ,             3.2 ,          47.0
1737024846.8595474 ,         99.5 ,             3.2 ,          47.0
1737024848.8601325 ,         99.5 ,             3.2 ,          47.0
1737024850.8607163 ,         99.7 ,             3.2 ,          47.0
1737024852.8612885 ,        100.0 ,             3.2 ,          47.0
1737024854.8618672 ,         99.8 ,             3.2 ,          47.0
1737024856.862463  ,         99.7 ,             3.2 ,          47.0
1737024858.8630319 ,        100.0 ,             3.2 ,          47.0
1737024860.8636165 ,         99.7 ,             3.2 ,          47.0
1737024862.8641782 ,         99.8 ,             3.2 ,          47.0
1737024864.8647218 ,        100.0 ,             3.2 ,          47.0
1737024866.8652618 ,        100.0 ,             3.2 ,          47.0
1737024868.8658242 ,        100.0 ,             3.2 ,          47.0
1737024870.8663826 ,        100.0 ,             3.2 ,          47.0
1737024872.866963  ,         99.5 ,             3.2 ,          47.0
1737024874.867583  ,         99.8 ,             3.2 ,          47.0
1737024876.8681228 ,        100.0 ,             3.2 ,          47.0
